"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"chemical_shift"	"multiplicity"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"ADG10003u_007"	"ADG10003u_008"	"ADG10003u_009"	"ADG10003u_010"	"ADG10003u_015"	"ADG10003u_016"	"ADG10003u_017"	"ADG10003u_021"	"ADG10003u_022"	"ADG10003u_023"	"ADG10003u_051"	"ADG10003u_052"	"ADG10003u_053"	"ADG10003u_066"	"ADG10003u_067"	"ADG10003u_071"	"ADG10003u_072"	"ADG10003u_073"	"ADG10003u_087"	"ADG10003u_088"	"ADG10003u_089"	"ADG10003u_097"	"ADG10003u_098"	"ADG10003u_112"	"ADG10003u_113"	"ADG10003u_114"	"ADG10003u_115"	"ADG10003u_116"	"ADG10003u_117"	"ADG10003u_118"	"ADG10003u_120"	"ADG10003u_151"	"ADG10003u_152"	"ADG10003u_153"	"ADG10003u_155"	"ADG10003u_156"	"ADG10003u_160"	"ADG10003u_161"	"ADG10003u_162"	"ADG10003u_166"	"ADG10003u_167"	"ADG10003u_168"	"ADG10003u_177"	"ADG10003u_178"	"ADG10003u_179"	"ADG10003u_185"	"ADG10003u_186"	"ADG10003u_187"	"ADG19007u_011"	"ADG19007u_012"	"ADG19007u_013"	"ADG19007u_014"	"ADG19007u_015"	"ADG19007u_016"	"ADG19007u_017"	"ADG19007u_071"	"ADG19007u_072"	"ADG19007u_073"	"ADG19007u_074"	"ADG19007u_075"	"ADG19007u_076"	"ADG19007u_077"	"ADG19007u_091"	"ADG19007u_092"	"ADG19007u_093"	"ADG19007u_094"	"ADG19007u_095"	"ADG19007u_096"	"ADG19007u_097"	"ADG19007u_161"	"ADG19007u_162"	"ADG19007u_163"	"ADG19007u_164"	"ADG19007u_165"	"ADG19007u_166"	"ADG19007u_167"	"ADG19007u_191"	"ADG19007u_192"	"ADG19007u_193"	"ADG19007u_194"	"ADG19007u_195"	"ADG19007u_196"	"ADG19007u_197"	"ADG19007u_241"	"ADG19007u_242"	"ADG19007u_243"	"ADG19007u_244"	"ADG19007u_245"	"ADG19007u_246"	"ADG19007u_247"	"ADG19007u_281"	"ADG19007u_282"	"ADG19007u_283"	"ADG19007u_284"	"ADG19007u_285"	"ADG19007u_286"	"ADG19007u_287"	"ADG19007u_301"	"ADG19007u_302"	"ADG19007u_303"	"ADG19007u_304"	"ADG19007u_305"	"ADG19007u_306"	"ADG19007u_307"	"ADG19007u_351"	"ADG19007u_352"	"ADG19007u_353"	"ADG19007u_354"	"ADG19007u_355"	"ADG19007u_356"	"ADG19007u_357"	"ADG19007u_401"	"ADG19007u_402"	"ADG19007u_403"	"ADG19007u_404"	"ADG19007u_405"	"ADG19007u_406"	"ADG19007u_407"	"ADG19007u_431"	"ADG19007u_432"	"ADG19007u_433"	"ADG19007u_434"	"ADG19007u_435"	"ADG19007u_436"	"ADG19007u_437"	"ADG19007u_471"	"ADG19007u_472"	"ADG19007u_473"	"ADG19007u_474"	"ADG19007u_475"	"ADG19007u_476"	"ADG19007u_477"
"CHEBI:16998"	"C9H11NO2"	"C1=CC=C(C=C1)CC(C(=O)O)N"	"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m1/s1"	"phenylalanine"	"[7.30 .. 7.34]"	"m? 7.33"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.41316"	"0.52287"	"0.47866"	"1.2359"	"0.51189"	"0.57593"	"0.44605"	"0.3979"	"0.3067"	"0.26307"	"0.35701"	"0.34745"	"0.37289"	"0.36039"	"0.29517"	"1.2717"	"2.0199"	"1.9546"	"0.36959"	"0.36647"	"0.38661"	"1.5185"	"1.833"	"0.82718"	"0.53713"	"0.88239"	"0.64246"	"0.68256"	"0.36015"	"0.34055"	"0.34822"	"0.34496"	"0.3432"	"0.28528"	"0.26043"	"0.22969"	"0.28604"	"0.24109"	"0.23691"	"0.29156"	"0.36146"	"0.33858"	"0.35869"	"0.31867"	"0.33551"	"0.28591"	"0.26891"	"0.32365"	"0.31005"	"0.31686"	"0.30403"	"0.29818"	"0.28322"	"0.33094"	"0.28283"	"0.38326"	"0.32129"	"0.3318"	"0.40234"	"0.29694"	"0.32482"	"0.32512"	"0.33346"	"0.26054"	"0.33062"	"0.26548"	"0.3131"	"0.38057"	"0.26157"	"0.5592"	"0.35976"	"0.41366"	"0.47318"	"0.36215"	"0.38108"	"0.43657"	"0.36625"	"0.31884"	"0.28773"	"0.35109"	"0.33445"	"0.3111"	"0.35137"	"0.38885"	"0.32628"	"0.34529"	"0.40448"	"0.32991"	"0.40167"	"0.42943"	"0.3452"	"0.31225"	"0.30325"	"0.38265"	"0.31029"	"0.34346"	"0.37645"	"0.38921"	"0.34886"	"0.35671"	"0.38355"	"0.33855"	"0.34798"	"0.31155"	"0.38792"	"0.32946"	"0.26935"	"0.49109"	"0.46499"	"0.36448"	"0.31831"	"0.29108"	"0.21885"	"0.27134"	"0.43533"	"0.39584"	"0.29989"	"0.61653"	"0.29634"	"0.25158"	"0.29197"	"0.31233"	"0.25118"	"0.29338"	"0.26014"	"0.30441"	"0.28005"	"0.34711"	"0.42464"	"0.33493"	"0.37402"	"0.46897"
""	""	""	""	""	"[7.34 .. 7.40]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"1.2154"	"1.3007"	"0.95148"	"2.9377"	"1.1419"	"1.064"	"0.81052"	"1.6215"	"2.1505"	"1.4187"	"0.99736"	"1.0515"	"1.2286"	"1.6572"	"0.93897"	"1.8237"	"4.663"	"2.0421"	"2.4705"	"1.7184"	"2.1384"	"2.0766"	"1.8528"	"2.5369"	"1.9381"	"2.2578"	"2.1793"	"2.1346"	"1.6301"	"1.5009"	"1.9693"	"2.0979"	"1.8401"	"2.0446"	"1.2654"	"1.4513"	"2.2469"	"1.8299"	"1.3052"	"2.2546"	"3.6637"	"2.2779"	"2.1983"	"1.5404"	"1.882"	"1.9042"	"2.1864"	"2.6527"	"1.1474"	"1.3561"	"1.3651"	"1.7827"	"1.3948"	"1.1437"	"1.1649"	"1.2871"	"1.3316"	"1.4709"	"1.8382"	"2.0244"	"1.6686"	"1.3905"	"1.6351"	"1.3704"	"1.5727"	"1.4061"	"1.2224"	"1.4124"	"1.6697"	"1.1786"	"0.92661"	"0.80398"	"1.4867"	"1.2047"	"0.91434"	"1.0308"	"1.1811"	"1.3291"	"1.0303"	"0.94115"	"1.1457"	"1.3497"	"0.75065"	"1.4726"	"1.0242"	"1.2812"	"1.4688"	"1.3182"	"1.5373"	"1.1582"	"1.0813"	"0.97198"	"1.1515"	"1.1969"	"1.0228"	"1.2311"	"1.4882"	"1.3479"	"1.1741"	"1.3076"	"1.0034"	"0.97081"	"1.0359"	"1.1976"	"1.8901"	"2.4559"	"2.715"	"2.5011"	"2.7569"	"2.8208"	"1.1195"	"0.80469"	"0.98345"	"1.1623"	"1.6653"	"1.4203"	"1.2787"	"1.7184"	"1.3122"	"1.1923"	"1.3962"	"1.1344"	"1.0521"	"1.2439"	"0.90813"	"1.6977"	"1.6541"	"1.5013"	"1.4514"	"1.3235"	"1.5006"	"1.9279"
""	""	""	""	""	"[7.40 .. 7.44]"	"dd?7.42 (low)"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.65465"	"1.0216"	"0.51419"	"0.73903"	"0.56823"	"0.49459"	"0.3534"	"0.83668"	"1.2443"	"0.80583"	"0.60366"	"0.66885"	"0.73923"	"0.93558"	"0.46753"	"0.93558"	"0.81835"	"0.9582"	"1.5061"	"1.0835"	"1.3627"	"1.0114"	"0.84818"	"0.69427"	"0.90017"	"0.78023"	"1.2713"	"1.1598"	"0.94337"	"0.84514"	"1.1705"	"1.1673"	"1.0332"	"1.2293"	"0.77649"	"0.90745"	"1.4047"	"1.0784"	"0.72858"	"1.2614"	"2.1656"	"1.3702"	"1.3394"	"0.94297"	"1.1389"	"1.1615"	"1.2944"	"1.6021"	"0.63141"	"0.99668"	"0.82625"	"1.1005"	"1.0619"	"0.66564"	"0.67147"	"0.72939"	"0.74429"	"0.83828"	"1.1144"	"1.1938"	"0.9923"	"0.86318"	"0.92427"	"1.1432"	"0.94626"	"0.82709"	"1.2127"	"0.8826"	"1.0125"	"0.8037"	"0.52079"	"0.48996"	"0.9753"	"0.717"	"0.55823"	"0.59115"	"0.69996"	"0.77322"	"0.55809"	"0.56525"	"0.68757"	"0.79398"	"0.4253"	"0.85148"	"0.55146"	"0.71096"	"0.90629"	"0.77695"	"0.94581"	"0.72171"	"0.64989"	"0.69893"	"0.68082"	"0.74569"	"0.76661"	"0.76905"	"0.92337"	"0.853"	"0.88288"	"0.7953"	"0.69999"	"0.7766"	"0.64058"	"0.72303"	"1.1553"	"1.592"	"1.5902"	"1.6383"	"1.892"	"1.7006"	"0.52558"	"0.47674"	"0.60918"	"0.68067"	"1.0109"	"0.85903"	"0.69361"	"0.97143"	"0.77371"	"0.78229"	"0.80256"	"0.64377"	"0.66163"	"0.71292"	"0.55831"	"0.98396"	"1.0387"	"0.93374"	"1.0488"	"0.91442"	"1.0052"	"1.2619"
""	""	""	""	""	"[7.44 .. 7.49]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.25313"	"0.54107"	"0.26004"	"1.403"	"0.39909"	"0.39901"	"0.18701"	"0.41603"	"0.36899"	"0.44264"	"0.21809"	"0.20709"	"0.1728"	"0.18347"	"0.13659"	"0.76527"	"1.6153"	"0.1641"	"0.29297"	"0.39554"	"0.44653"	"0.16758"	"0.20399"	"0.75784"	"0.45568"	"0.68395"	"0.74519"	"0.54001"	"0.26943"	"0.14934"	"0.23112"	"0.55493"	"0.86768"	"0.50308"	"0.18658"	"0.19924"	"0.25698"	"0.17122"	"0.16325"	"0.24641"	"0.32729"	"0.28287"	"0.24972"	"0.16126"	"0.16908"	"0.26985"	"0.25712"	"0.26824"	"0.20664"	"0.36425"	"0.21666"	"0.20006"	"0.41265"	"0.19962"	"0.18808"	"0.21671"	"0.19427"	"0.16059"	"0.22975"	"0.17627"	"0.24382"	"0.29116"	"0.22484"	"0.34698"	"0.2359"	"0.17627"	"0.58787"	"0.22244"	"0.16417"	"0.20022"	"0.090951"	"0.21507"	"0.21683"	"0.16779"	"0.20711"	"0.14611"	"0.22228"	"0.17631"	"0.14118"	"0.2009"	"0.19125"	"0.1895"	"0.20207"	"0.25689"	"0.16932"	"0.23289"	"0.24386"	"0.1929"	"0.25467"	"0.27313"	"0.19188"	"0.3168"	"0.20527"	"0.1788"	"0.33488"	"0.21608"	"0.2188"	"0.2103"	"0.35499"	"0.21303"	"0.21037"	"0.4065"	"0.20584"	"0.19066"	"0.30537"	"0.47239"	"0.20604"	"0.26474"	"0.39485"	"0.23406"	"0.19129"	"0.15566"	"0.16329"	"0.15032"	"0.33685"	"0.33261"	"0.15421"	"0.11399"	"0.19267"	"0.2142"	"0.23466"	"0.1957"	"0.22408"	"0.20168"	"0.21926"	"0.21091"	"0.19684"	"0.22163"	"0.25949"	"0.2332"	"0.2042"	"0.22896"
""	""	""	""	""	"[7.49 .. 7.52]"	"m7.47; d 7.51"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.15444"	"0.22687"	"0.12001"	"0.20542"	"0.11609"	"0.10314"	"0.073189"	"0.16045"	"0.19468"	"0.27951"	"0.12978"	"0.14801"	"0.1059"	"0.14002"	"0.10768"	"0.2436"	"0.24967"	"0.1202"	"0.14558"	"0.18883"	"0.20075"	"0.11991"	"0.10321"	"0.16943"	"0.17775"	"0.16835"	"0.28138"	"0.23878"	"0.18863"	"0.14768"	"0.18368"	"0.22839"	"0.48209"	"0.30315"	"0.11511"	"0.13949"	"0.21649"	"0.18937"	"0.18691"	"0.38058"	"0.50404"	"0.31646"	"0.13587"	"0.10327"	"0.14555"	"0.1633"	"0.15557"	"0.13808"	"0.13006"	"0.17406"	"0.12983"	"0.13926"	"0.18205"	"0.13719"	"0.15029"	"0.077797"	"0.0556"	"0.057227"	"0.11945"	"0.069835"	"0.087636"	"0.12843"	"0.12568"	"0.12016"	"0.11906"	"0.12899"	"0.20699"	"0.15557"	"0.11827"	"0.13404"	"0.062037"	"0.12694"	"0.17385"	"0.13173"	"0.16539"	"0.096024"	"0.096313"	"0.089968"	"0.079615"	"0.13127"	"0.14278"	"0.16538"	"0.10766"	"0.12933"	"0.093509"	"0.13412"	"0.15095"	"0.10214"	"0.15354"	"0.16127"	"0.097499"	"0.15278"	"0.10248"	"0.11742"	"0.16483"	"0.13415"	"0.12132"	"0.16026"	"0.16371"	"0.14773"	"0.12794"	"0.17788"	"0.13"	"0.1171"	"0.20048"	"0.28954"	"0.18926"	"0.21261"	"0.2718"	"0.20033"	"0.14958"	"0.09696"	"0.096765"	"0.12639"	"0.18324"	"0.1624"	"0.10085"	"0.098621"	"0.12135"	"0.11105"	"0.1225"	"0.13185"	"0.10413"	"0.12422"	"0.093754"	"0.148"	"0.13792"	"0.14372"	"0.17974"	"0.13006"	"0.15331"	"0.16556"
"CHEBI:18089"	"C9H9NO3"	"C1=CC=C(C=C1)C(=O)NCC(=O)O"	"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)"	"hippurate"	"[7.52 .. 7.58]"	"t 7.56 (hipp)"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"0.45189"	"0.87084"	"0.65144"	"0.50364"	"1.1452"	"1.4043"	"0.79595"	"2.1829"	"1.0985"	"2.65"	"5.2614"	"3.0442"	"1.0098"	"1.6701"	"0.55739"	"1.3524"	"0.51471"	"0.91412"	"2.3228"	"2.747"	"2.4736"	"0.68231"	"1.7303"	"3.3662"	"1.0078"	"2.6845"	"0.88383"	"1.719"	"1.0054"	"1.3409"	"1.3302"	"1.31"	"1.9287"	"1.2843"	"5.3799"	"6.2434"	"1.9781"	"0.95637"	"0.98248"	"0.92326"	"1.3746"	"1.2591"	"1.8329"	"0.90161"	"1.3538"	"4.3843"	"1.2266"	"2.6881"	"1.9134"	"1.3532"	"2.5175"	"2.6008"	"0.74955"	"2.5904"	"2.5321"	"1.3186"	"1.3122"	"2.1129"	"5.6227"	"1.9648"	"3.9209"	"4.1482"	"2.9332"	"1.2757"	"3.5578"	"3.1914"	"1.5581"	"3.146"	"3.6443"	"6.9842"	"2.7865"	"3.8038"	"5.0142"	"2.3011"	"3.4826"	"1.3384"	"3.2756"	"2.1063"	"1.8456"	"4.8616"	"4.1097"	"3.5889"	"3.1681"	"1.6803"	"1.3641"	"1.8692"	"2.653"	"1.5848"	"2.1929"	"5.3946"	"2.476"	"1.3638"	"1.6624"	"4.4437"	"2.0025"	"2.8403"	"1.4218"	"4.1314"	"1.8027"	"2.7084"	"5.2271"	"2.8326"	"1.945"	"1.3514"	"4.9409"	"2.3613"	"3.127"	"3.6197"	"2.4998"	"2.5266"	"1.7006"	"4.0635"	"1.8089"	"1.781"	"1.9351"	"1.6055"	"1.3871"	"0.91551"	"1.6441"	"1.3745"	"2.0999"	"3.3457"	"2.3737"	"1.8191"	"2.9713"	"1.7231"	"1.1888"	"4.1264"	"7.348"	"5.8976"	"4.2687"	"3.8349"
""	""	""	""	""	"[7.58 .. 7.61]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.089422"	"0.060758"	"0.043322"	"0.032033"	"0.054307"	"0.034889"	"0.037421"	"0.024164"	"0.060906"	"0.050056"	"0.029571"	"0.037014"	"0.024844"	"0.041185"	"0.037976"	"0.028452"	"0.029562"	"0.031662"	"0.026231"	"0.032539"	"0.024526"	"0.020098"	"0.036408"	"0.035209"	"0.034417"	"0.059188"	"0.079414"	"0.073498"	"0.033601"	"0.0062924"	"0.047987"	"0.084584"	"0.13885"	"0.098059"	"0.02208"	"0.082943"	"0.043181"	"0.044919"	"0.03902"	"0.047253"	"0.054876"	"0.046785"	"0.039987"	"0.028892"	"0.025848"	"0.042974"	"0.056743"	"0.022515"	"0.03983"	"0.001569"	"0.03311"	"0.009705"	"3.02E-4"	"0.03082"	"0.028526"	"0.017313"	"0.002996"	"7.94E-4"	"0"	"0"	"0.015186"	"0.079403"	"0.03356"	"0"	"0.045281"	"0.010532"	"0.027665"	"0.033695"	"0.030469"	"0.058822"	"0"	"0.063235"	"0.076483"	"0.042301"	"0.045817"	"0.032249"	"0.041968"	"0.025007"	"0.012892"	"0.056274"	"0.03195"	"0.0063008"	"0.034242"	"0.03619"	"0.021799"	"0.046349"	"0.0459"	"0.029561"	"0.025846"	"0.024919"	"0.039607"	"0.045044"	"0.031794"	"0.044424"	"0.050913"	"0.044447"	"0.038705"	"0.034387"	"0.034826"	"0.031997"	"0.042377"	"0.029017"	"0.039478"	"0.027459"	"0.070976"	"0.054765"	"0.010945"	"0.053121"	"0.045409"	"0.030118"	"0.080887"	"0.041874"	"0.010136"	"0.024559"	"0.041375"	"0"	"0"	"0"	"0.031192"	"0"	"0.034077"	"0.032578"	"0"	"0.034845"	"0.025768"	"0.043251"	"0.014211"	"0.056235"	"0.055743"	"0.053375"	"0.055953"	"0.047995"
"CHEBI:18089"	"C9H9NO3"	"C1=CC=C(C=C1)C(=O)NCC(=O)O"	"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)"	"hippurate"	"[7.61 .. 7.67]"	"t 7.64 (hipp)"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"0.19871"	"0.37789"	"0.27467"	"0.24196"	"0.59823"	"0.60258"	"0.3464"	"1.0151"	"0.56235"	"1.2813"	"2.328"	"1.3414"	"0.46157"	"0.75864"	"0.35798"	"0.5947"	"0.24078"	"0.41506"	"1.043"	"1.1867"	"1.0509"	"0.29281"	"0.75"	"1.4753"	"0.43691"	"1.1626"	"0.39495"	"0.76385"	"0.44675"	"0.57836"	"0.6072"	"0.6683"	"1.0228"	"0.75133"	"2.365"	"2.6619"	"0.88379"	"0.44505"	"0.44697"	"0.3924"	"0.76375"	"0.5929"	"0.82451"	"0.39789"	"0.59622"	"1.9392"	"0.64093"	"1.1668"	"0.84802"	"0.70416"	"1.1107"	"1.1466"	"0.42767"	"1.144"	"1.1132"	"0.58864"	"0.65132"	"0.94993"	"2.4984"	"0.90642"	"1.7791"	"1.8411"	"1.2985"	"0.56268"	"1.6079"	"1.4132"	"0.83963"	"1.3938"	"1.6479"	"3.0621"	"1.2531"	"1.6778"	"2.2256"	"1.1377"	"1.5319"	"0.59781"	"1.4556"	"0.94833"	"0.79854"	"2.1668"	"1.8802"	"1.5519"	"1.4914"	"0.72523"	"0.66454"	"0.82566"	"1.1672"	"0.76494"	"0.95147"	"2.362"	"1.0889"	"0.77139"	"0.73492"	"1.9613"	"1.0384"	"1.2736"	"0.65465"	"1.8156"	"0.80328"	"1.1864"	"2.314"	"1.3516"	"0.8611"	"0.59144"	"2.1715"	"1.1577"	"1.4286"	"1.6185"	"1.2404"	"1.1285"	"0.85201"	"1.805"	"0.90593"	"0.79615"	"0.87507"	"0.79827"	"0.593"	"0.38077"	"0.74035"	"0.67284"	"0.93252"	"1.4825"	"1.1414"	"0.81295"	"1.3308"	"0.7741"	"0.63856"	"1.8271"	"3.2199"	"2.6912"	"1.8812"	"1.7003"
""	""	""	""	""	"[7.67 .. 7.69]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.14969"	"0.29965"	"0.1939"	"0.15447"	"0.16255"	"0.21262"	"0.19334"	"0.19246"	"0.22221"	"0.20496"	"0.1639"	"0.15139"	"0.13929"	"0.19098"	"0.20301"	"0.20721"	"0.14753"	"0.13792"	"0.19165"	"0.19673"	"0.17491"	"0.14838"	"0.14632"	"0.16323"	"0.16692"	"0.1525"	"0.24944"	"0.21074"	"0.23354"	"0.18776"	"0.18535"	"0.21512"	"0.19429"	"0.17334"	"0.16594"	"0.19502"	"0.20613"	"0.17654"	"0.17787"	"0.23946"	"0.17995"	"0.15091"	"0.16203"	"0.14468"	"0.15819"	"0.17871"	"0.20259"	"0.21927"	"0.24297"	"0.17554"	"0.19307"	"0.18364"	"0.19232"	"0.21059"	"0.18276"	"0.22542"	"0.18938"	"0.23637"	"0.18282"	"0.1496"	"0.18503"	"0.19909"	"0.29427"	"0.21296"	"0.24861"	"0.24178"	"0.20233"	"0.24608"	"0.19028"	"0.17503"	"0.1175"	"0.18904"	"0.18833"	"0.18273"	"0.18178"	"0.19278"	"0.2025"	"0.26302"	"0.18835"	"0.19405"	"0.1719"	"0.26163"	"0.18841"	"0.21411"	"0.17286"	"0.2697"	"0.20716"	"0.19456"	"0.15605"	"0.15602"	"0.23413"	"0.24225"	"0.2171"	"0.29588"	"0.23708"	"0.18952"	"0.21276"	"0.19107"	"0.22917"	"0.17999"	"0.16919"	"0.18096"	"0.19016"	"0.20656"	"0.1945"	"0.18894"	"0.18787"	"0.19101"	"0.20559"	"0.19071"	"0.2137"	"0.19917"	"0.22894"	"0.18926"	"0.21118"	"0.20961"	"0.28491"	"0.16955"	"0.19588"	"0.18128"	"0.27357"	"0.18076"	"0.16267"	"0.18435"	"0.16074"	"0.20542"	"0.17287"	"0.19795"	"0.14401"	"0.17252"	"0.15936"	"0.15631"
""	""	""	""	""	"[7.69 .. 7.72]"	"d 7.71"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.13945"	"0.20488"	"0.10141"	"0.084854"	"0.089053"	"0.092939"	"0.11614"	"0.088074"	"0.13815"	"0.103"	"0.092134"	"0.072061"	"0.08264"	"0.1146"	"0.11947"	"0.10351"	"0.096702"	"0.095425"	"0.1509"	"0.10672"	"0.084758"	"0.10674"	"0.093012"	"0.10194"	"0.14355"	"0.091476"	"0.19376"	"0.24824"	"0.1491"	"0.13199"	"0.16828"	"0.13824"	"0.20698"	"0.16607"	"0.082166"	"0.12558"	"0.20141"	"0.25731"	"0.24102"	"0.34"	"0.33259"	"0.22942"	"0.11791"	"0.086565"	"0.10842"	"0.14309"	"0.14089"	"0.085434"	"0.19404"	"0.10704"	"0.22027"	"0.11764"	"0.14467"	"0.22317"	"0.1193"	"0.11148"	"0.03817"	"0.029862"	"0.025661"	"0.092631"	"0.15122"	"0.20696"	"0.10291"	"0.028187"	"0.15577"	"0.090354"	"0.15435"	"0.16508"	"0.088757"	"0.16848"	"0.02374"	"0.24503"	"0.18037"	"0.12088"	"0.29326"	"0.1442"	"0.14161"	"0.072146"	"0.14736"	"0.19533"	"0.14251"	"0.17008"	"0.088986"	"0.10414"	"0.076753"	"0.12036"	"0.11997"	"0.087005"	"0.20368"	"0.10252"	"0.093233"	"0.12277"	"0.089243"	"0.10934"	"0.17473"	"0.13537"	"0.10504"	"0.14107"	"0.15886"	"0.22734"	"0.14485"	"0.14174"	"0.15731"	"0.14206"	"0.22651"	"0.21364"	"0.14535"	"0.1943"	"0.19813"	"0.22703"	"0.12331"	"0.074105"	"0.072968"	"0.22319"	"0.1737"	"0.11371"	"0.085393"	"0.081167"	"0.10522"	"0.068672"	"0.11506"	"0.095743"	"0.0662"	"0.2079"	"0.077252"	"0.23184"	"0.12608"	"0.23603"	"0.25293"	"0.16592"	"0.23081"	"0.13783"
""	""	""	""	""	"[7.72 .. 7.75]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.096417"	"0.12559"	"0.073052"	"0.06447"	"0.060812"	"0.061745"	"0.063406"	"0.048245"	"0.049107"	"0.038537"	"0.12043"	"0.066969"	"0.06267"	"0.13641"	"0.048372"	"0.035645"	"0.077822"	"0.04107"	"0.064225"	"0.087688"	"0.080006"	"0.025811"	"0.042719"	"0.073675"	"0.058249"	"0.099647"	"0.19364"	"0.10682"	"0.14625"	"0.13131"	"0.057513"	"0.059277"	"0.087001"	"0.072662"	"0.052531"	"0.052772"	"0.050166"	"0.036369"	"0.053675"	"0.057403"	"0.053507"	"0.048817"	"0.14218"	"0.053605"	"0.078929"	"0.13223"	"0.062383"	"0.045461"	"0.058602"	"0.042331"	"0.057184"	"0.038794"	"0.03293"	"0.063424"	"0.13596"	"0.055615"	"0.026508"	"0.039567"	"0.046514"	"0.0094254"	"0.064049"	"0.1003"	"0.051047"	"0.013664"	"0.068507"	"0.047286"	"0.076558"	"0.075022"	"0.038788"	"0.11599"	"0.014165"	"0.083656"	"0.17742"	"0.06158"	"0.080265"	"0.063038"	"0.073656"	"0.054173"	"0.036922"	"0.081025"	"0.071104"	"0.044699"	"0.065187"	"0.054424"	"0.034044"	"0.057026"	"0.074971"	"0.047002"	"0.14201"	"0.077651"	"0.055877"	"0.064479"	"0.048586"	"0.065536"	"0.069639"	"0.16052"	"0.057378"	"0.14841"	"0.087729"	"0.074154"	"0.079222"	"0.064268"	"0.073763"	"0.06333"	"0.069875"	"0.059453"	"0.020857"	"0.077934"	"0.078751"	"0.04635"	"0.048422"	"0.057472"	"0.040978"	"0.05514"	"0.0624"	"0.038333"	"0.012694"	"0.12829"	"0.053764"	"0.021988"	"0.051239"	"0.056701"	"0.038233"	"0.054226"	"0.042403"	"0.053076"	"0.032867"	"0.074507"	"0.11128"	"0.087046"	"0.090313"	"0.1623"
""	""	""	""	""	"[7.75 .. 7.77]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.43698"	"0.1747"	"0.13037"	"0.11769"	"0.09819"	"0.12802"	"0.28574"	"0.075921"	"0.090913"	"0.086561"	"0.060613"	"0.07562"	"0.050727"	"0.12474"	"0.050251"	"0.047402"	"0.068511"	"0.072448"	"0.069302"	"0.11461"	"0.11222"	"0.06336"	"0.080241"	"0.089008"	"0.059292"	"0.12442"	"0.067303"	"0.081247"	"0.075441"	"0.052316"	"0.08061"	"0.1017"	"0.28449"	"0.15451"	"0.1819"	"0.077125"	"0.11305"	"0.068594"	"0.080185"	"0.055582"	"0.066596"	"0.1695"	"0.063043"	"0.080451"	"0.084607"	"0.077151"	"0.076813"	"0.077167"	"0.084828"	"0.033148"	"0.07747"	"0.0635"	"0.014764"	"0.079451"	"0.10021"	"0.073925"	"0.051633"	"0.075716"	"0.051466"	"0.037287"	"0.083721"	"0.0925"	"0.093998"	"0.0011841"	"0.14663"	"0.11835"	"0.069888"	"0.13442"	"0.12556"	"0.12051"	"0.031696"	"0.11225"	"0.13285"	"0.096342"	"0.11429"	"0.165"	"0.10746"	"0.083325"	"0.083783"	"0.10308"	"0.091709"	"0.085692"	"0.10091"	"0.18194"	"0.069486"	"0.084295"	"0.093692"	"0.073268"	"0.11703"	"0.21981"	"0.07797"	"0.063588"	"0.063236"	"0.076461"	"0.070406"	"0.086608"	"0.2225"	"0.08511"	"0.075622"	"0.092756"	"0.090598"	"0.07771"	"0.089007"	"0.069449"	"0.11267"	"0.076971"	"0.057143"	"0.36142"	"0.1634"	"0.10084"	"0.080502"	"0.20376"	"0.037326"	"0.078499"	"0.10059"	"0.031462"	"0.045046"	"0.040363"	"0.10495"	"0.056647"	"0.085866"	"0.2101"	"0.057523"	"0.081157"	"0.1389"	"0.063871"	"0.043002"	"0.088999"	"0.12449"	"0.081729"	"0.09749"	"0.1179"
